Name,Ingredients,Making,Link,Type
Abbey Cocktail,"['1 1/2 oz. Gin', 'dash(es) Orange Bitters', '1/4 Orange (Juice of, fresh)']",Shake with ice and strain into a cocktail glass. Garnish with a cherry.,https://www.barnonedrinks.com/drinks/a/abbey-cocktail-35.html,Cocktails
Abbot's Dream,"['2 oz. Baileys Irish Cream', '1 oz. Frangelico', '1/2 oz. Banana Liqueur', '1/2 oz. Cream']",Blend with 1 cup of ice until smooth and pour into a highball glass.,https://www.barnonedrinks.com/drinks/a/abbots-dream-36.html,Cocktails
Aberdeen Angus,"['2 oz. Scotch', '1 oz. Drambuie Liqueur', '1 tbsp. Honey', '2 tbsp. Lime Juice']","Stir all but Drambuie in a coffee mug. Warm Drambuie, ignite it and pour the burning liqueur into the mug. Stir rapidly and drink.",https://www.barnonedrinks.com/drinks/a/aberdeen-angus-38.html,Cocktails
Aberdeen Flip,"['2 oz. Chivas Regal 18 Year Old Scotch Whisky', '1 oz. Sherry (Oloroso)', '1 Egg', '1/4 oz. Spice Syrup', '1 dash(es) Fee Brothers Aztec Chocolate Bitters', '1 tsp. Blackberry (ies) (Jam)', 'Nutmeg']","Dry shake all ingredients hard, add ice, shake hard again and strain into a sherry glass. Dust with grated nutmeg.",https://www.barnonedrinks.com/drinks/a/aberdeen-flip-14861.html,Cocktails
Abilene,"['1 1/2 oz. Dark Rum', '2 oz. Peach Nectar', '3 oz. Orange Juice']",Pour into a highball glass almost filled with ice cubes. Stir well.,https://www.barnonedrinks.com/drinks/a/abilene-39.html,Cocktails
Abortion #4,"['1 oz. White Creme de Cacao', '1 oz. Amaretto', '1 oz. Baileys Irish Cream', '1 splash(es) Grenadine']",It's a layered shot. First pour the creme de cacao. Then the amaretto and then the Bailey's. Insert a toothpick to the bottom of the shot glass and dribble some grenadine so it floats in the bottom of the glass. Tastes like a chocolate covered cherry!,https://www.barnonedrinks.com/drinks/a/abortion-4-43.html,Cocktails
Abortion #5,"['2 oz. Dubonnet Rouge Aperitif Wine', '1 oz. Vodka', 'dash(es) Cider']",Pour in order (Dubonnet at the bottom) in a cocktail glass.,https://www.barnonedrinks.com/drinks/a/abortion-5-7602.html,Cocktails
Abram's Lemonade,"['1 can(s) Pink Lemonade (Frozen concentrate)', 'Vodka']",Pour pink lemonade into a blender and fill the now empty can with vodka and add to the blender. Fill the remaining space in the blender with ice. Blend and serve.,https://www.barnonedrinks.com/drinks/a/abrams-lemonade-44.html,Cocktails
Absinthe,"['1 pint(s) Vodka', '2 tsp. Wormwood (Crumbled)', '2 tsp. Anise (Crumbled)', '1/2 tsp. Fennel Seed', '4 Cardamom Pods', '1/2 tsp. Coriander (Ground)', '2 tsp. Angelica Root (Chopped)']",Steep Wormwood in vodka for 48 hours. Remove and add the rest of the ingredients. Steep for one week. Note that this drink may be bad for your health.,https://www.barnonedrinks.com/drinks/a/absinthe-45.html,Cocktails
Absinthe Special Cocktail,"['1 1/2 oz. Anisette', '1 oz. Water', '1/4 tsp. Powdered Sugar', 'dash(es) Orange Bitters']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/a/absinthe-special-cocktail-47.html,Cocktails
Absinthe Suissesse,"['1 1/2 oz. Pernod Absinthe', '3 drop(s) Anisette', '3 drop(s) Orange Flower Water', '1 tsp. White Creme de Menthe', '1 Egg White']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/a/absinthe-suissesse-48.html,Cocktails
Absolut Alpine Summit,"['1 part(s) Absolut Citron Vodka', '1 part(s) Absolut Mandarin Vodka', '1 part(s) Absolut Mandarin Vodka', '1 1/2 part(s) Lime Juice', '2 part(s) Simple Syrup']","Shake all ingredients with ice and pour on the rocks in a tall glass. Garnish with a twist of lemon.
Being served this holiday season exclusively at Pre:Post
Pre:Post
547 W. 27th Street
Manhattan",https://www.barnonedrinks.com/drinks/a/absolut-alpine-summit-12775.html,Cocktails
Absolut Apeach Melba,"['2 part(s) Absolut Apeach Vodka', '1 part(s) Chambord Raspberry Liqueur', '1 part(s) Cream', '1 part(s) Peach Liqueur']",Fill a shaker with ice cubes. Add all ingredients. Shake and strain into a chilled cocktail glass.,https://www.barnonedrinks.com/drinks/a/absolut-apeach-melba-14494.html,Cocktails
Absolut Apple,"['1 1/2 oz. Absolut Vodka', '1/2 oz. Apple Pucker', 'Cranberry Juice']",Pour Absolut vodka in a highball glass over ice. Fill with cranberry juice. Add a splash of apple pucker. Garnish with a small lemon wedge.,https://www.barnonedrinks.com/drinks/a/absolut-apple-11289.html,Cocktails
Absolut Berri Acai Sour,"['2 part(s) Absolut Berri Acai', '3/4 part(s) Simple Syrup', '1 part(s) Lemon Juice']",Shake and strain into rocks glass filled with ice. Garnish with blueberries.,https://www.barnonedrinks.com/drinks/a/absolut-berri-acai-sour-14317.html,Cocktails
Absolut Berri Ricky,"['2 part(s) Absolut Berri Acai', '1 part(s) Lime Juice', '1 part(s) Agave Nectar', '4 part(s) Club Soda']",Build ingredients over fresh ice in a highball. Stir. Garnish with a lime wheel.,https://www.barnonedrinks.com/drinks/a/absolut-berri-ricky-14318.html,Cocktails
Absolut Berri Sophisticated,"['1 part(s) Absolut Berri Acai', '5 Blueberries', '1 part(s) Lime Juice', '1 part(s) Simple Syrup', '4 part(s) Champagne (Perrier-Jouet NV)']","Muddle blueberries in mixing glass. Add ABSOLUT BERRI AÇAI, fresh lime juice and simple syrup. Shake & strain in a champagne flute. Top with chilled Perrier-Jouët NV Champagne. Garnish with 3 blueberries on a stick.",https://www.barnonedrinks.com/drinks/a/absolut-berri-sophisticated-14319.html,Cocktails
Absolut Big Breezy,"['2 part(s) Absolut New Orleans', '1/2 part(s) Simple Syrup', '5 chunk(s) Watermelon', '1 dash(es) Black Pepper', '1 squirt(s) Lemon']","Muddle watermelon, lemon juice, pepper and simple syrup. Add ABSOLUT® NEW ORLEANS. Shake and strain into cocktail glass.",https://www.barnonedrinks.com/drinks/a/absolut-big-breezy-12821.html,Cocktails
Absolut Bling,"['1 part(s) Absolut Vodka', '1 part(s) Apple Juice', '1 part(s) Champagne']",Shake ABSOLUT with apple juice and strain into a tall cocktail glass. Top with chilled champagne.,https://www.barnonedrinks.com/drinks/a/absolut-bling-14852.html,Cocktails
Absolut Blissletoe,"['1 1/2 part(s) Absolut 100 Vodka', '1 part(s) Orange Juice', 'splash(es) Blue Curacao']","Combine first two ingredients over ice in a highball glass. Add a splash of Blue Curacao.
Garnish with an orange slice and lime peel.
Served this holiday season at Marquee New York (298 10th Avenue; 646-473-0202)",https://www.barnonedrinks.com/drinks/a/absolut-blissletoe-12980.html,Cocktails
Absolut Blue Fin,"['1 1/2 oz. Absolut Citron Vodka', '1/2 oz. Alize Blue', '1 oz. Cranberry Juice White']",Add all ingredients to a shaker. Fill with ice. Shake and strain into a cocktail glass. Garnish with a Swedish Fish.,https://www.barnonedrinks.com/drinks/a/absolut-blue-fin-12745.html,Cocktails
Absolut Blues,"['2 part(s) Absolut Berri Acai', '1 part(s) Simple Syrup', '1 part(s) Lemon Juice', '4 Blueberries', '1 wedge(s) Lemon']",Add all ingredients into a shaker. Shake and strain into a rocks glass. Garnish with lemon and blueberry.,https://www.barnonedrinks.com/drinks/a/absolut-blues-14495.html,Cocktails
Absolut Boody Mary,"['5 part(s) Absolut Peppar Vodka', '3 part(s) Tomato Juice', '2 dash(es) Worcestershire Sauce', '2 dash(es) Hot Sauce', '1 part(s) Lemon Juice', '1 stick(s) Celery']","Fill a rocks glass with ice cubes. Add ABSOLUT Peppar, worcestershire sauce, lemon juice and hot sauce. Fill with tomato juice. Stir. Garnish with celery.",https://www.barnonedrinks.com/drinks/a/absolut-boody-mary-14501.html,Cocktails
Absolut Boston Homerun,"['1 part(s) Absolut Boston', '2 part(s) Grape Juice (white)', 'Ginger Ale']",Serve over ice in a highball glass. Top with Ginger Ale.,https://www.barnonedrinks.com/drinks/a/absolut-boston-homerun-14206.html,Cocktails
Absolut Boston Mojito,"['1 1/2 part(s) Absolut Boston', '3/4 part(s) Lime Juice', '1/2 part(s) Simple Syrup', '4 leaf(leaves) Mint', 'Soda Water']","In a shaker, muddle mint leaves with simple syrup and lime juice, add ABSOLUT BOSTON. Shake and pour into highball glass, top with soda.",https://www.barnonedrinks.com/drinks/a/absolut-boston-mojito-14207.html,Cocktails
Absolut Bull,"['2 oz. Absolut Vodka', '1 can(s) Red Bull Energy Drink']",Build in order over ice. Stir.,https://www.barnonedrinks.com/drinks/a/absolut-bull-8410.html,Cocktails
Absolut Cancer,"['2 part(s) Absolut Vanilia Vodka', '1 dash(es) Angostura Bitters', 'Iced Tea Apple Flavoured']",Build over ice in a long drink glass. Garnish with apple peel.,https://www.barnonedrinks.com/drinks/a/absolut-cancer-12743.html,Cocktails
ABSOLUT Castaway,"['1 part(s) Absolut Mandarin Vodka', '2 part(s) Ginger Ale', '1 splash(es) Lime Juice']",Build over ice in a highball glass. Garnish with a lime wedge.,https://www.barnonedrinks.com/drinks/a/absolut-castaway-12726.html,Cocktails
ABSOLUT Champeach,"['1 part(s) Absolut Apeach Vodka', '2 dash(es) Fee Brothers Peach Bitters', 'Champagne', '1 Sugar Cube']","Add sugar cube (white), peach bitters and ABSOLUT Apeach into a champagne glass. Top up with champagne.",https://www.barnonedrinks.com/drinks/a/absolut-champeach-14540.html,Cocktails
ABSOLUT Chill,"['1 part(s) Absolut Vanilia Vodka', '1 part(s) Cranberry Juice', '2 dash(es) Grapefruit Juice']",Build over Collins glass. Garnish with an orange slice.,https://www.barnonedrinks.com/drinks/a/absolut-chill-12728.html,Cocktails
Absolut Comfort,"['1 oz. Absolut Vodka', '1 oz. Southern Comfort', '1 splash(es) Sour Mix', '2 dash(es) Grenadine', '1 splash(es) Club Soda']",Pour over ice in a cocktail glass.,https://www.barnonedrinks.com/drinks/a/absolut-comfort-8222.html,Cocktails
Absolut Confusion,"['1 oz. Absolut Vodka', '1 oz. Southern Comfort', '1 oz. Malibu Rum', 'dash(es) Green Apple Pucker']",Mix over ice cubes in a lowball glass.,https://www.barnonedrinks.com/drinks/a/absolut-confusion-7590.html,Cocktails
ABSOLUT Homecoming,"['1 part(s) Absolut Citron Vodka', '2 part(s) Tonic Water']",Build over ice in a Collins glass. Garnish with a lime wedge.,https://www.barnonedrinks.com/drinks/a/absolut-homecoming-12727.html,Cocktails
Absolut La La Land,"['1 1/2 oz. Absolut Los Angeles Vodka', '1 oz. Cranberry Juice', '1 oz. Pomegranate Juice', '1 oz. Lemon Lime Soda']",Build ingredients over ice into a hi-ball glass and garnish with a squeeze of lime.,https://www.barnonedrinks.com/drinks/a/absolut-la-la-land-13431.html,Cocktails
ABSOLUT Lady Power,"['2 part(s) Absolut Peppar Vodka', '1 part(s) Tomato Juice', '1 dash(es) Lemon Juice', '1 dash(es) Worcestershire Sauce']",Build over ice in a Collins glass. Garnish with a lime wedge.,https://www.barnonedrinks.com/drinks/a/absolut-lady-power-12725.html,Cocktails
Absolut Lemonade,"['1 1/2 oz. Absolut Citron Vodka', '1 Lemon', 'Lemonade']",Pour Absolut in a highball glass over ice. Fill with lemonade. Cut the lemon in 4 wedges and squeeze the juice into themixture. Mix well and garnish with the lemon wedges.,https://www.barnonedrinks.com/drinks/a/absolut-lemonade-5858.html,Cocktails
Absolut Life’s Apeach,"['2 1/2 part(s) Absolut Apeach Vodka', '1 part(s) DeKuyper Peachtree Schnapps', '1 part(s) Lemonade', '1 dash(es) Peach Puree']","Enjoy the irresistible juicy sweetness of an Atlanta peach now being served at Ashton Kutcher and Danny Masterson’s famed Ten Pin Alley.
Combine all ingredients over ice. Shake and strain into a high ball glass. Garnish with several peach and lemon slivers.
Atlanta peaches peak late June through July. Ripe peaches should smell sweet and have just a little give when gently pressed.",https://www.barnonedrinks.com/drinks/a/absolut-lifes-apeach-12823.html,Cocktails
Absolut Lightness,"['1 part(s) Absolut Citron Vodka', '1 part(s) Strega', '1 part(s) Creme de Banane', '1 part(s) Lemon Juice']","The hottest trend this season is to stay cool. ICEBARS are popping up in Milan, London and Sweden and their icy cocktails bring a whole new meaning to ""chilling out."" Break the ice at your next party and bring the ICEBAR to life.
Shake all ingredients with ice and strain into a well- chilled cocktail glass. Garnish with lemon peel and a cherry.
Now being served at the ABSOLUT ICEBAR in London",https://www.barnonedrinks.com/drinks/a/absolut-lightness-12735.html,Cocktails
Absolut Love Machine,"['2 oz. Absolut Ruby Red Vodka', '1 oz. Dekuyper Pomegranate Liqueur', '1 oz. Orange Juice']","Serve in tall glass and garnish with a lime wheel/
Drink available at *Thirsty Scholar* - 70 Beacon Street, Somerville, Massachusetts",https://www.barnonedrinks.com/drinks/a/absolut-love-machine-13066.html,Cocktails
ABSOLUT Mandrin Nectar,"['2 part(s) Absolut Mandarin Vodka', '3 part(s) Lemon Lime Soda', '1 part(s) Lime Juice', '2 Raspberries', '1 wedge(s) Pineapple']",Fill a shaker with ice cubes. Add all ingredients. Shake and strain into a chilled highball glass filled with ice cubes. Garnish with raspberry and pineapple.,https://www.barnonedrinks.com/drinks/a/absolut-mandrin-nectar-14539.html,Cocktails
Absolut Mang-ito,"['2 part(s) Absolut Pears Vodka', '1/2 part(s) Pineapple Juice', '1/2 part(s) Iced Tea Sweetened', '3 dash(es) Ginger Syrup', '6 Mint Leaves', '6 piece(s) Mango Cubes']","Muddle mint and mango cubes in a mixing glass. Add vodka and ginger juice, then shake. Pour into highball, and top with pineapple juice and sweetened iced tea.
Florida mangoes mature in June and July. Look for a mango with a smooth skin that has no holes or signs of bruising to ensure a sweet, orange flesh – perfect for fruit salads and delicious cocktails.
Miami mangoes hit the spot at Setai, the Miami Beach condo-hotel hotspot founded by celebrities including Sheryl Crow, Heidi Klum, and Lenny Kravitz.",https://www.barnonedrinks.com/drinks/a/absolut-mang-ito-12817.html,Cocktails
Absolut Mango Fizz,"['1 part(s) Absolut Mango Vodka', '2 part(s) Lemon Lime Soda']",Pour over ice and garnish with a lime.,https://www.barnonedrinks.com/drinks/a/absolut-mango-fizz-13658.html,Cocktails
Absolut Mango Mojito,"['4 part(s) Absolut Mango Vodka', '2 part(s) Lime Juice', '1 part(s) Soda Water', '1 leaf(leaves) Mint', '1 slice(s) Mango', '1 tsp. Superfine Sugar']",Stir lime juice and superfine sugar in a chilled highball glass. Add mint leaf. Muddle. Fill with crushed ice. Add ABSOLUT Mango. Stir. Fill with crushed ice. Topup with soda water. Garnish with a mint leaf and a slice of mango.,https://www.barnonedrinks.com/drinks/a/absolut-mango-mojito-14496.html,Cocktails
ABSOLUT Montecito,"['1 part(s) Absolut Raspberri Vodka', '1 part(s) Orange Juice']",Build vodka over ice in a Collins glass. Fill with orange juice. Garnish with a raspberry.,https://www.barnonedrinks.com/drinks/a/absolut-montecito-12724.html,Cocktails
Absolut Passion,"['1 1/2 oz. Absolut Citron Vodka', '1 oz. Alize Gold Passion', '1 oz. Cranberry Juice', '1/2 oz. Orange Juice', '1/2 oz. Sweet and Sour Mix']",Mix in shaker over ice. Pour into highball glass and serve with orange slice and cherry garnish.,https://www.barnonedrinks.com/drinks/a/absolut-passion-8860.html,Cocktails
Absolut Peach Surprise,"['1 oz. Absolut Vodka', '1 oz. Peach Schnapps', '7-Up']","Add ice to wine glass. Fill glass with vodka, peach schnapps and 7-up. Garnish with a slice of orange and a cherry on a toothpick",https://www.barnonedrinks.com/drinks/a/absolut-peach-surprise-10225.html,Cocktails
Absolut Peppar Bloody Mary,"['1 1/2 oz. Absolut Peppar Vodka', '5 oz. Tomato Juice']",Build in a highball glass.,https://www.barnonedrinks.com/drinks/a/absolut-peppar-bloody-mary-50.html,Cocktails
Absolut Prickly Pear,"['1 1/2 part(s) Absolut Pears Vodka', '1/2 part(s) Triple Sec', '1 part(s) Pineapple Juice', '1 splash(es) Sour Mix', '1 splash(es) Blue Curacao']","Shake all ingredients over ice in a highball glass. Garnish with a cherry.
Now being served exclusively at
TAO Las Vegas
3377 Las Vegas Blvd. (Venetian Las Vegas)
Rub elbows with your favorite celebrities at Las Vegas’ hottest hot-spot, TAO, and enjoy a pear-fect treat sure to spice up your spooky night.",https://www.barnonedrinks.com/drinks/a/absolut-prickly-pear-12928.html,Cocktails
Absolut Qualude,"['1 oz. Frangelico', '1 oz. Baileys Irish Cream', '1 oz. Absolut Vodka']",Mix the ingredients with ice.,https://www.barnonedrinks.com/drinks/a/absolut-qualude-56.html,Cocktails
Absolut Raz-erve,"['1 part(s) Absolut Citron Vodka', '3/4 part(s) Mathilde Framboise Liqueur', '1/2 part(s) Cranberry Juice', 'dash(es) Lemon Juice', '4 Raspberries']","Chicago raspberries are all the rage at Reserve, the West Loop nightclub noted for its celebrity guest DJs including DJ AM and frequent celebrity attendees including Vince Vaughn and Jennifer Aniston.
Combine all ingredients over ice. Shake and strain into a tulip wine glass. Sink 3 raspberries for a last-sip treat. Garnish with 1 fresh raspberry.
Peaking during the summer months, Chicago is the most northerly zone for raspberry growing. Choose bright colored plump berries to avoid tartness.",https://www.barnonedrinks.com/drinks/a/absolut-raz-erve-12922.html,Cocktails
