Name,Ingredients,Making,Link,Base
Mint Julep,"['8 mint leaves', '1/4 ounce simple syrup', '2 ounces bourbon', 'mint sprig', 'bitters']","In a Julep cup or rocks glass, lightly muddle the mint leaves in the simple syrup.
Add the bourbon then pack the glass tightly with crushed ice.
Stir until the cup is frosted on the outside.
Top with more crushed ice to form an ice dome, and garnish with a mint sprig and a few drops of bitters (optional).
Firmly slap the mint sprig on the back of your hand before garnishing; this releases the oils to make the mint more aromatic.",https://www.liquor.com/recipes/mint-julep/,N/A
Whiskey Smash,"['3 lemon wedges', '2 ounces bourbon', '3/4 ounce simple syrup', '4 mint leaves', 'mint sprig']","Muddle the lemon wedges in a shaker.
Add bourbon, simple syrup, mint leaves and ice, and shake until well-chilled.
Double-strain into a rocks glass over fresh ice.
Garnish with a mint sprig.
Firmly slap the mint sprig on the back of your hand before garnishing; this releases the oils to make the mint more aromatic.",https://www.liquor.com/recipes/whiskey-smash/,N/A
Lynchburg Lemonade,"['1 ounce whiskey', '1 ounce triple sec', '1/2 ounce lemon juice', '1/2 ounce simple syrup', '4 ounces lemon-lime soda', 'lemon wedge']","Add the Jack Daniel’s, triple sec, lemon juice and simple syrup into a shaker with ice and shake until well-chilled.
Strain into a highball glass filled with ice.
Top with the lemon-lime soda and stir gently and briefly to combine.
Garnish with a lemon wedge.",https://www.liquor.com/lynchburg-lemonade-cocktail-recipe-5199408,N/A
Bourbon Strawberry Iced Tea,"['2 large fresh strawberries', '1 ounce lemon juice', '2 ounces bourbon', '3/4 ounce rich simple syrup', 'Unsweetened iced tea', 'blueberries', 'strawberries', 'mint sprig']","Add the strawberries and lemon juice into a shaker and gently muddle.
Add the bourbon and simple syrup, add ice, and shake until well-chilled.
Strain into a Collins glass over fresh ice.
Top with unsweetened iced tea.
Garnish with skewered blueberries and strawberries and a mint sprig.",https://www.liquor.com/recipes/bourbon-strawberry-iced-tea/,N/A
Gold Rush,"['2 ounces bourbon', '3/4 ounce lemon juice', 'ounce honey syrup', 'lemon twist']","Add the bourbon, honey syrup, and lemon juice into a shaker with ice and shake until well-chilled.
Strain into a chilled rocks glass over one large ice cube.
Garnish with a lemon twist.",https://www.liquor.com/recipes/gold-rush/,N/A
Shandy Maker,"['2-4 leaves fresh marjoram', '1 3/4 ounces Old Forester 100-proof bourbon', '3/4 ounce grapefruit juice, freshly squeezed', '1/4 ounce lemon juice, freshly squeezed', '1/4 ounce simple syrup', '3 ounces Deschutes Fresh Squeezed IPA, chilled', 'Garnish: grapefruit twist']","In a mixing glass, dry-muddle the marjoram.
Add the Old-Forester bourbon, grapefruit juice, lemon juice and simple syrup into the mixing glass. Fill with ice and shake until well-chilled.
Strain into a pint glass over fresh ice.
Top with the beer and stir briefly and gently to combine.
Garnish with a grapefruit twist.",https://www.liquor.com/recipes/shandy-maker/,N/A
Irish Maid,"['2 slices cucumber, cut into quarter-inch slices', '2 ounces Irish whiskey', '1/2 ounce St-Germain elderflower liqueur', '3/4 ounce lemon juice, freshly squeezed', '3/4 ounce simple syrup', 'Garnish: cucumber slice']","Muddle the cucumber slices in a shaker.
Add the Irish whiskey, St-Germain, lemon juice and simple syrup into a shaker with ice and shake until well-chilled.
Fine-strain into a chilled rocks glass over fresh ice.
Garnish with a cucumber slice.",https://www.liquor.com/recipes/irish-maid/,N/A
Northern Harvest Buck,"['1 1/2 ounces whiskey', '3/4 ounces lime juice', '3 ounces ginger beer', '2 dashes bitters', 'lemon wheel', 'mint sprig']","Add the rye and lime juice into a shaker with ice and shake until well-chilled.
Strain into a highball glass over fresh ice.
Add the bitters, and top with the chilled ginger beer.
Garnish with a lemon wheel and mint sprig.",https://www.liquor.com/recipes/northern-harvest-buck/,N/A
Bulldog Smash,"['6 mint leaves', '1/2 lemon', '1/2 peach', '1 teaspoon simple syrup', '2 ounces bourbon', '3/4 ounce Cointreau', 'mint sprig']","In a shaker, muddle the mint leaves, lemon, peach and simple syrup.
Add the bourbon and Cointreau, plus ice, and shake until well-chilled.
Strain into an Old Fashioned glass filled with crushed ice.
Garnish with a sprig of fresh mint.
Firmly slap the mint sprig on the back of your hand before garnishing; this releases the oils to make the mint more aromatic.",https://www.liquor.com/recipes/the-bulldog-smash/,N/A
Summer Rye,"['1 1/2 ounce Sazerac rye whiskey', '3/4 ounce St-Germain elderflower liqueur', '1/4 ounce simple syrup', '3/4 ounce lemon juice, freshly squeezed', '1 ounce Fuji apple juice', 'Champagne, chilled, to top (approximately 3/4 ounce)', 'Garnish: apple cubes']","Add the rye whiskey, elderflower liqueur, simple syrup, lemon juice and Fuji apple juice to a shaker with ice and shake until well-chilled.
Double-strain into a rocks glass filled with fresh ice.
Top with the Champagne.
Garnish with diced apple cubes.",https://www.liquor.com/recipes/summer-rye/,N/A
Bourbon Rosemary Punch,"['1 bottle rosemary-infused Aperol (750 mL)*', '12 ounces bourbon', '6 ounces honey syrup', '6 ounces grapefruit juice, freshly squeezed', '1 bottle dry sparkling wine (750 mL), to top', '1 bottle soda water (750 mL), to top', 'Garnish: 16 grapefruit wheels', 'Garnish: 16 rosemary sprigs']","Serves approximately 16.
Combine the rosemary-infused Aperol, bourbon, honey syrup and grapefruit juice in a punch bowl and add large ice cubes.
For each serving, ladle 3 ounces of punch into a punch glass filled with ice cubes.
Top with a splash of sparkling wine and a splash of soda water.
Garnish with a grapefruit wheel and a rosemary sprig.
*Rosemary-infused Aperol: Place 4 sprigs of rosemary in a 750 mL bottle of Aperol and let sit for 6 hours at room temperature, then strain out herbs.",https://www.liquor.com/recipes/bourbon-rosemary-punch/,N/A
Peach Beer Julep,"['2 peach slices (or other stone fruit)', '2 ounces bourbon', '1/2 ounce syrup*', 'Garnish: mint sprigs']","Add the peach slices into a Julep cup and muddle.
Add the bourbon and IPA syrup and crushed ice, and swizzle with a bar spoon or swizzle stick.
Add more crushed ice and repeat until the Julep cup is 3/4 full.
Top with crushed ice to create a mounded effect.
Garnish with mint sprigs.
*IPA syrup: Add 1/2 cup IPA-style beer and 1/2 cup demerara sugar into a saucepan over medium-low heat, stirring until sugar has dissolved. Remove from heat and allow to cool. Will keep, refrigerated, for up to one week.",https://www.liquor.com/peach-beer-julep-cocktail-recipe-5116337,N/A
Bourbon Rickey,"['1 1/2 ounces bourbon', '1/2 lime', 'Sparkling water']","Fill a highball glass with ice.
Squeeze the lime half into the glass and drop it in.
Add the bourbon and fill with sparkling water.
Stir briefly to combine.",https://www.liquor.com/recipes/bourbon-rickey/,N/A
Coal Miner’s Daughter,"['1 1/2 ounces bourbon', '3/4 ounce lemon juice', '3/4 ounce honey', '1 teaspoon ginger syrup', '1 sprig lavender', 'lavender sprig']","Add the bourbon, lemon juice, honey, ginger syrup and lavender sprig into a shaker with ice, and shake until well-chilled.
Strain into a rocks glass filled with one large ice cube.
Slap a lavender sprig on the back of your hand to release its aromas, then use the sprig to garnish the drink.",https://www.liquor.com/recipes/coal-miners-daughter/,N/A
High Tide,"['1 ounce Cointreau', '1 ounce Japanese whisky', '1/2 ounce lemon juice, freshly squeezed', '1/2 ounce green tea syrup*', 'Tonic water, to top', 'Garnish: 2 green apple slices']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a Collins or highball glass over fresh ice.
Top with the tonic water and stir gently to combine.
Garnish with the apple slices.
*Green tea syrup: Bring 1/2 cup water to a boil. Remove from heat, add 1 green tea bag, and let steep for 5 minutes. Remove the tea bag and add 1/2 cup sugar, and stir until sugar is dissolved. Let cool completely before using. Will keep, refrigerated in an airtight container, for up to a week.",https://www.liquor.com/high-tide-cocktail-recipe-5079883,N/A
Sweet Tea Smash,"['2 lemon wedges', '4 mint leaves', '1 ounce whiskey', '1 teaspoon Strega', '1 ounce unsweetened iced tea', '1 teaspoon cane syrup', 'mint sprig']","In a shaker, muddle the lemon wedges and mint leaves.
Add the whiskey, Strega, iced tea and cane syrup with ice, and shake until well-chilled.
Strain into a Collins glass filled with fresh ice and garnish with a sprig of mint.",https://www.liquor.com/recipes/sweet-tea-smash/,N/A
McGlashan,"['1 1/2 ounces Knappogue Castle 12 year old single malt Irish whiskey', '3/4 ounce oloroso sherry', '3/4 ounce lemon juice, freshly squeezed', '3/4 ounce ginger syrup*', '1 teaspoon orange-ginger marmalade', '3 dashes The Dead Rabbit Orinoco Bitters', 'Garnish: freshly grated nutmeg']","Add the Knappogue Castle 12 year old, oloroso sherry, lemon juice, ginger syrup, orange-ginger marmalade and Dead Rabbit orinoco bitters into a shaker with ice and shake until well-chilled.
Double-strain into a rocks glass over fresh ice.
Garnish with freshly grated nutmeg.
*Ginger syrup: Combine 1 cup ginger juice, 1 cup granulated sugar and 4 cups water in a small saucepan and simmer over medium heat, stirring until the sugar has dissolved. Remove from heat and allow to cool completely before using. Will keep, refrigerated and tightly sealed, for up to 1 week.",https://www.liquor.com/recipes/mcglashan/,N/A
Fort Defiance Irish Coffee,"['1 1/2 ounces Powers Irish whiskey', '1 ounce simple syrup', '1 shot Counter Culture espresso', '1 1/2 ounces heavy cream', 'Garnish: grated cinnamon']","Add the whiskey and simple syrup into a shaker.
Add boiling water into an Irish Coffee mug to heat it, and nestle the shaker into the mug so that the shaker heats as well.
Add the heavy cream to a separate shaker and dry-shake (without ice) until the cream thickens.
Discard the water from the mug, add the whiskey-syrup mixture, and fill with boiling water to about 1 inch below the rim of the glass.
Pour the espresso shot into the glass and top with the thickened cream.
Top with a sprinkle of grated cinnamon.",https://www.liquor.com/recipes/fort-defiance-irish-coffee/,N/A
Good Cork,"['1 ounce single pot still Irish whiskey', '1 ounce mezcal', '1/2 ounce Benedictine', '2 dashes Peychaud’s bitters', 'Garnish: apple slice']","Add the Irish whiskey, mezcal, Benedictine, and bitters into a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass over fresh ice.
Garnish with an apple slice.",https://www.liquor.com/recipes/the-good-cork/,N/A
True Blue,"['1 1/2 ounces Tullamore D.E.W. 12-year-old Irish whiskey', '1/2 ounce Clear Creek eight-year-old apple brandy', '1/2 ounce Guinness draught', '1/4 ounce Barbadillo Pedro Ximénez sherry', '3/4 ounce lemon juice, freshly squeezed', '3/4 ounce white miso cane syrup*', '1 teaspoon ginger syrup**', '2 dashes Peychaud’s bitters', 'Garnish: grated nutmeg']","Add the Irish whiskey, apple brandy, Guinness draught, Pedro Ximénez sherry, lemon juice, white miso cane syrup, ginger syrup and Peychaud’s bitters into a shaker with ice and shake until well-chilled.
Double-strain into a cocktail or coupe glass.
Garnish with grated nutmeg.
*White miso cane syrup: Place 16 ounces water and 2 tablespoons white miso paste in a stainless steel pot, and heat at 180 degrees, stirring frequently until the paste is completely dissolved. Add 4 cups cane sugar, and increase the temp to 210 degrees, bringing to a boil and stirring occasionally. Remove from heat, and allow to cool at room temperature for 30 minutes. Bottle, label and store in a refrigerator.
*Ginger syrup: Add 16 ounces ginger juice and 16 ounces white sugar to a stainless steel pot, and heat at 160 degrees Fahrenheit for 45 minutes. Remove from heat, and allow to cool at room temperature. Strain through a cheesecloth. Bottle, label and store in a refrigerator.",https://www.liquor.com/recipes/true-blue/,N/A
Psycho Killer,"['2 ounces Redbreast 12-year-old Irish whiskey', '3/4 ounce cocoa nib-infused Campari*', '1/2 ounce Marie Brizard white creme de cacao', '1/2 ounce Giffard Banane du Brésil', '2 dashes absinthe']","Add the Irish whiskey, cocoa nib–infused Campari, white creme de cacao, banana liqueur and absinthe into a mixing glass with ice and stir until well-chilled.
Strain into a Nick & Nora glass.
*Cocoa nib-infused Campari: Add 3 tablespoons cocoa nibs to 1 liter Campari and let infuse for one hour. Strain out solids and discard.",https://www.liquor.com/recipes/psycho-killer/,N/A
Head of Steam,"['1 1/2 ounces Irish whiskey', '1 ounce Noilly Prat Ambré vermouth', '1/2 ounce Pedro Ximénez sherry', ""4 dashes Dr. Adam Elmegirab's The Dead Rabbit Orinoco bitters"", '4 dashes Bittermens Xocolatl Mole bitters', 'Garnish: orange twist']","Add all ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a chilled cocktail glass.
Express the oil from an orange peel over the top of the glass, then discard the peel.",https://www.liquor.com/recipes/head-of-steam/,N/A
Brotherhood,"['1 1/2 ounces whiskey', '3/4 ounce Benedictine', '3/4 ounce Grand Marnier', '3/4 ounce lemon juice', 'lemon peel']","Add the Irish whiskey, Benedictine, Grand Marnier and lemon juice into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.
Twist a swath of lemon peel over the top of the cocktail and drop it into the drink.",https://www.liquor.com/recipes/the-brotherhood/,N/A
Lone Oak,"['2 ounces Jameson Black Barrel Irish whiskey', '1/4 ounce green Chartreuse', '3/4 ounce lemon juice, freshly squeezed', '3/4 ounce pistachio syrup*', '2 dashes Dead Rabbit orinoco bitters', '2 fresh curry leaves', 'Garnish: fresh curry leaf']","Add all ingredients to a cocktail shaker with ice and shake until well-chilled.
Strain into a coupe glass.
Garnish with a fresh curry leaf.
*Pistachio syrup: Add 9 ounces raw pistachios, shelled, to a nonreactive container, fill with water until nuts are covered, and allow to sit for 30 minutes. Strain off the water and keep the pistachios. Add the pistachios to a blender and slowly add 2 1/2 cups of hot water to the blender, pulsing until the mixture reaches a smooth consistency. Pour the mixture into a nonreactive container and let steep for 2 hours. Strain the mixture using a chinois; squeeze out as much liquid as possible, retaining the liquid pistachio mix and discarding the solids. Add the pistachio milk to a saucepan over medium heat, along with 2 cups of granulated white sugar for every 1 1/2 cups of pistachio milk for a 4:3 ratio. Heat, but do not boil, the mixture, stirring until the sugar is dissolved. Remove from heat and allow to cool. Add 1/4 ounce orange flower water and 1/4 ounce Everclear. Will keep, refrigerated in an airtight container, for up to 2 weeks.",https://www.liquor.com/recipes/lone-oak/,N/A
The Nose to Cocktail,"['1 1/2 ounces bacon-infused Bushmills Irish whiskey*', '1/2 ounce lemon juice, freshly squeezed', '1/2 ounce orange juice, freshly squeezed', '1/2 ounce grade B maple syrup', '1 whole egg']","Add all the ingredients to a shaker and vigorously dry-shake (without ice) for at least 15 seconds.
Add ice and shake until well-chilled.
Strain into a highball glass.
*Bacon-infused Bushmills Irish whiskey: Cook 8 ounces high-quality bacon until all the fat is rendered. Set the bacon aside for another use and pour the drippings into a glass jar with a lid. Add 6 ounces Bushmills Irish whiskey, shake well and let stand in a cool, dark place for 48 hours to infuse. Place in the freezer for 30 minutes (the fat should solidify). Scoop the fat off the top and strain to remove any additional fat particles.",https://www.liquor.com/recipes/the-nose-to-cocktail/,N/A
Irish Blonde,"['2 ounces Michael Collins blended Irish whiskey', '3/4 ounce orange curaçao', '1/4 ounce La Ina fino sherry', '1 dash Regan’s Orange Bitters', 'Garnish: flamed orange peel']","Add the blended Irish whiskey, orange curaçao, fino sherry and orange bitters into a mixing glass with ice and stir until well-chilled.
Strain into a chilled cocktail glass.
Garnish with a flamed orange peel.",https://www.liquor.com/recipes/irish-blonde/,N/A
Irish Coffee,"['1 1/2 ounces whiskey', '2 teaspoons brown sugar', 'brewed coffee', 'whipped cream']","Fill an Irish Coffee mug with hot water, let sit for 2 minutes, then discard the water.
Add the whiskey and sugar to the heated glass, fill with the coffee, and stir.
Top with an inch of unsweetened lightly whipped cream.",https://www.liquor.com/recipes/irish-coffee-2/,N/A
Pickleback,"['1 1/2 ounces Jameson Irish whiskey', '1 1/2 ounces pickle brine']","Add the whiskey into a shot glass.
Add the pickle brine into a separate shot glass.
Instruct the drinker to take the whiskey as a shot, then the pickle brine as a chaser.",https://www.liquor.com/pickleback-recipe-5087251,N/A
Tipperary,"['1 1/2 ounces whiskey', '1 ounce sweet vermouth', '1/2 ounce green Chartreuse', '2 dashes bitters', 'orange twist']","Add the Irish whiskey, sweet vermouth, green Chartreuse and bitters into a mixing glass with ice and stir until well-chilled.
Strain into a chilled cocktail glass.
Express the oils from an orange twist over the glass and discard.",https://www.liquor.com/recipes/tipperary/,N/A
Irish Buck,"['1 1/2 ounces whiskey', '1/4 ounce lime juice', '2 ounces ginger ale', 'lime wheel']","Add the whiskey and lime juice into a Collins glass filled with ice.
Top with the ginger ale and stir gently and briefly to combine.
Garnish with a lime wheel.",https://www.liquor.com/recipes/irish-buck/,N/A
Hearn,"['1 1/2 ounces Knappogue Castle 12 Year Old Single Malt Irish Whiskey', '1 1/2 ounces Dolin rouge sweet vermouth', '1/2 ounce green Chartreuse', '2 dashes absinthe', '4 dashes The Dead Rabbit Orinoco Bitters', '2 dashes orange bitters', 'Garnish: orange twist']","Add the Irish whiskey, sweet vermouth, green Chartreuse, absinthe, Orinoco Bitters and orange bitters to a mixing glass with ice and stir until well-chilled.
Strain into a chilled cocktail glass.
Twist a swath of orange peel over the drink to release the oils and discard the peel.",https://www.liquor.com/recipes/hearn/,N/A
Irish Shot,"['1/2 ounce whiskey', '1/2 ounce Baileys Irish cream', 'Guinness beer']","Add the Baileys and whiskey into a shot glass, pouring slowly to create a layered effect.
Drop the shot into a pint glass filled half to three-quarters with the Guinness. Drink immediately.",https://www.liquor.com/recipes/the-irish-car-bomb/,N/A
Emerald,"['2 ounces Irish whiskey', '1 ounce sweet Italian vermouth', '1 dash orange bitters', 'Garnish: orange peel']","Stir the whiskey, vermouth and bitters with cracked ice until cold, then strain into a chilled cocktail glass and garnish with an orange peel.",https://www.liquor.com/recipes/emerald/,N/A
Irish Maid,"['2 slices cucumber, cut into quarter-inch slices', '2 ounces Irish whiskey', '1/2 ounce St-Germain elderflower liqueur', '3/4 ounce lemon juice, freshly squeezed', '3/4 ounce simple syrup', 'Garnish: cucumber slice']","Muddle the cucumber slices in a shaker.
Add the Irish whiskey, St-Germain, lemon juice and simple syrup into a shaker with ice and shake until well-chilled.
Fine-strain into a chilled rocks glass over fresh ice.
Garnish with a cucumber slice.",https://www.liquor.com/recipes/irish-maid/,N/A
Irish Old Fashioned,"['2 ounces whiskey', '3/4 ounce Benedictine', '2 dashes bitters', '2 dashes bitters', 'orange twist']","Add the whiskey, Benedictine and both bitters to a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass filled with fresh ice.
Garnish with an orange twist.",https://www.liquor.com/recipes/irish-old-fashioned/,N/A
Dubliner,"['2 ounces whiskey', '1/2 ounce Grand Marnier', '1/2 ounce sweet vermouth', '3 dashes bitters', '1 maraschino cherry']","Add the whiskey, Grand Marnier, sweet vermouth and orange bitters into a mixing glass with ice and stir until well-chilled.
Strain into a chilled cocktail glass.
Garnish with a green maraschino cherry.",https://www.liquor.com/dubliner-cocktail-recipe-5114273,N/A
Irish Shot,"['1/2 ounce whiskey', '1/2 ounce Baileys Irish cream', 'Guinness beer']","Add the Baileys and whiskey into a shot glass, pouring slowly to create a layered effect.
Drop the shot into a pint glass filled half to three-quarters with the Guinness. Drink immediately.",https://www.liquor.com/recipes/the-irish-car-bomb/,Other Whiskey Cocktails
Frisky Whiskey,"['1 ounce whiskey', '1 ounce Bärenjäger honey liqueur', '1 ounce orange juice', '1/4 ounce simple syrup', '2 dashes bitters']","Add the Irish whiskey, Bärenjäger, orange juice, simple syrup and Angostura bitters into a shaker with ice and shake until well-chilled.
Double-strain into a highball glass over fresh ice.",https://www.liquor.com/recipes/frisky-whiskey/,Other Whiskey Cocktails
White Summer Sazerac,"['1 ounce Kings County moonshine (white corn whiskey)', '1/2 ounce Kings County Empire rye whiskey', '1/2 ounce Singani 63 brandy', '1/4 ounce Italicus aperitivo', '1/4 ounce simple syrup', '6 dashes fennel bitters', '3 dashes celery bitters', '1 pinch celery salt', '6 spritzes absinthe', 'Garnish: edible flower']","Add all the ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a chilled rocks glass.
Garnish with an edible flower.",https://www.liquor.com/recipes/white-summer-sazerac/,Other Whiskey Cocktails
Washington Apple,"['1 ounce whisky', '1 ounce sour apple schnapps', '1 ounce cranberry juice', '1 apple slice']","Add the Canadian whisky, sour apple schnapps and cranberry juice into a shaker with ice and shake until well-chilled.
Strain into a coupe glass.
Garnish with an apple slice.",https://www.liquor.com/recipes/washington-apple/,Other Whiskey Cocktails
Cantarito,"['Tajín seasoning (for rim)', '2 ounces reposado tequila', '3/4 ounce grapefruit juice, freshly squeezed', '3/4 ounce orange juice, freshly squeezed', '1/2 ounce lime juice, freshly squeezed', '1 pinch salt', 'Grapefruit soda, chilled, to top (about 3 ounces)', 'Garnish: lime wedge']","Prepare a clay cantarito cup by soaking it in cold water for 10 minutes.
Rim the cantarito cup with Tajín seasoning.
Add the tequila, fruit juices, and salt into a shaker with ice and shake until well-chilled.
Strain into the prepared cantarito cup (or a Collins glass) over fresh ice.
Top with the grapefruit soda and stir briefly and gently to combine.
Garnish with a lime wedge.",https://www.liquor.com/cantarito-cocktail-recipe-6748011,Tequila & Mezcal Cocktails
Haitian Divorce,"['1 1/2 ounces Barbancourt 8 rum', '3/4 ounce mezcal espadín', '1/2 ounce pedro ximenez sherry (preferably Lustau)', '2 dashes Angostura bitters', 'Garnish: orange twist', 'Garnish: lime twist']","Add all ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass over one large ice cube.
Express the oils from an orange twist and a lime twist over the drink, then drop both twists into the glass.",https://www.liquor.com/haitian-divorce-cocktail-recipe-6499854,Tequila & Mezcal Cocktails
Ranch Water,"['1 1/2 ounces blanco tequila', '1/2 ounce lime juice, freshly squeezed', 'Topo Chico, chilled, to top (about 6 ounces)', 'Garnish: lime wedge']","Add all ingredients into a collins or highball glass over ice and stir briefly and gently to combine.
Garnish with a lime wedge.",https://www.liquor.com/ranch-water-cocktail-recipe-5496343,Tequila & Mezcal Cocktails
Kol Zero-Lime Margarita,"['Sweet/sour/salty mixture*', '2 ounces espadín mezcal', '1/2 ounce premium triple sec (Kol uses Muyu Chinotto)', '1/2 ounce Yuzushu (yuzu sake)', '3/4 ounce verjus', '1/2 ounce simple syrup']","Wet half of the outer rim of a rocks glass and dip into the sweet/sour/salty mixture. Set aside.
Add all ingredients into a mixing glass with ice and stir until well chilled and slightly under-diluted.
Strain into the prepared glass over fresh ice.
*Sweet/sour/salty mixture: Combine 1 teaspoon of granulated sugar, 1 teaspoon of salt, and 1 teaspoon of citric acid.",https://www.liquor.com/kol-zero-lime-margarita-cocktail-recipe-5270994,Tequila & Mezcal Cocktails
Division Bell,"['1 ounce mezcal (preferably Del Maguey Vida)', '3/4 ounce Aperol', '1/4 ounce maraschino liqueur (preferably Luxardo)', '3/4 ounce lime juice, freshly squeezed', 'Garnish: grapefruit twist']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.
Express the oils from a grapefruit twist over the drink, then discard the twist.",https://www.liquor.com/division-bell-cocktail-recipe-5270691,Tequila & Mezcal Cocktails
Mexican Firing Squad,"['2 ounces blanco tequila', '3/4 ounce lime juice, freshly squeezed', '3/4 ounce grenadine', '4 dashes Angostura bitters', 'Garnish: lime wheel']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over fresh ice.
Garnish with a lime wheel.",https://www.liquor.com/mexican-firing-squad-cocktail-recipe-5270686,Tequila & Mezcal Cocktails
Naked & Famous,"['3/4 ounce mezcal (preferably Del Maguey Chichicapa)', '3/4 ounce Aperol', '3/4 ounce yellow Chartreuse', '3/4 ounce lime juice, freshly squeezed']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.",https://www.liquor.com/naked-famous-cocktail-recipe-5268208,Tequila & Mezcal Cocktails
Vixen,"['1 1/2 ounces reposado tequila', '1 ounce Lustau Fino Jarana sherry', '3/4 ounce Champagne corn cob syrup*', 'lemon twist']","Add all ingredients into a rocks glass with ice and stir to chill.
Garnish with a lemon twist.
*Champagne corn cob syrup: Add 1 cup granulated white sugar, 1 cup water, 2 cups flat Champagne or other sparkling wine, 3 leftover corn cobs (after kernels have been used for a different purpose), and 3 cardamom pods, cracked, into a medium-sized pot and bring to a boil. Turn heat down and let simmer for 30 minutes. Allow to cool, then fine-strain into a container with a sealable lid. Will keep, refrigerated, for up to one week.",https://www.liquor.com/vixen-cocktail-recipe-5226006,Tequila & Mezcal Cocktails
Jalapeño Diablo,"['2 ounces jalapeño-infused tequila*', '3/4 ounce lime juice, freshly squeezed', '3/4 ounce rich ginger syrup (2:1)', 'Club soda, chilled, to top (about 1 ounce)', '1/4 ounce Lejay crème de cassis', 'Garnish: candied ginger']","Add the tequila, lime juice, and rich ginger syrup into a shaker with ice and shake until well-chilled.
Strain into a Collins glass over fresh ice.
Top with the club soda.
Float the crème de cassis atop the drink.
Garnish with candied ginger.
*Jalapeno-infused tequila: Cut 5 jalapeño peppers into pieces. Pour 1 liter of tequila into a large container and add the jalapeños along with their seeds. Allow to sit at room temperature for 10 minutes, then taste. If not yet hot enough, stir and let sit for longer, tasting every minute until it has achieved the desired degree of spiciness. When it’s ready, strain out and discard solids and store the infused tequila in a glass bottle. Will keep at room temperature for up to three weeks.",https://www.liquor.com/jalapeno-diablo-cocktail-recipe-5220392,Tequila & Mezcal Cocktails
Smoke Follows Beauty,"['3 slices cucumber', '2 stalks cilantro', '2 ounces Ilegal mezcal joven', '3/4 ounce serrano-infused triple sec*', '3/4 ounce lime juice', '1/4 ounce agave syrup', 'Garnish: jicama slice, chilled and seasoned with sal de gusano']","In a shaker, muddle the cucumber and cilantro.
Add the mezcal, infused triple sec, lime juice, agave syrup, and ice, and shake until well-chilled.
Double-strain into a Nick & Nora glass.
Garnish with a chilled slice of jicama seasoned with sal de gusano.
*Serrano-infused triple sec: Chop and freeze 100 grams of serrano peppers overnight in an inert container. When ready to infuse, pour in 1 liter of triple sec and allow to infuse at room temperature. Taste every 20 minutes or so, stopping when the heat is where you want it. Agustin notes that his sweet spot is somewhere around 90 minutes.",https://www.liquor.com/smoke-follows-beauty-cocktail-recipe-5220390,Tequila & Mezcal Cocktails
High Noon,"['1 1/2 ounces Montelobos espadín mezcal', '1/2 ounce Campari', '1/2 ounce Combier', '1 ounce pink grapefruit juice, freshly squeezed', 'Garnish: grapefruit twist']","Add all ingredients into a shaker with ice and shake until well-chilled.
Double-strain into a chilled coupe glass.
Garnish with a grapefruit twist.",https://www.liquor.com/high-noon-cocktail-recipe-5215924,Tequila & Mezcal Cocktails
Melaza Punch,"['1.5 ounces Milagro añejo tequila', '1 ounce orange juice, freshly squeezed', '3/4 ounce pineapple juice', '1/4 ounce light molasses', 'Garnish: freshly grated cinnamon']","Add all ingredients into a shaker and stir.
Fill the shaker with ice and shake until well-chilled.
Strain into a rocks glass over fresh ice.
Garnish with freshly grated cinnamon.",https://www.liquor.com/melaza-punch-recipe-5208285,Tequila & Mezcal Cocktails
Cleo,"['2 ounces Casamigos blanco tequila', '1 ounce lime juice, freshly squeezed', '1/4 ounce dragon fruit syrup*', '1/4 ounce agave nectar', 'Garnish: dragon fruit slice covered with electricdust']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over fresh ice.
Garnish with a dragon fruit slice that’s been covered in electricdust.
*Dragon fruit syrup: In a saucepan, combine 250 grams granulated sugar and 250 grams water over medium heat until the sugar has dissolved. Add 25 grams freeze-dried pink pitaya (dragon fruit) powder and continue stirring until the powder hydrates. Add 4 dried hibiscus flowers and simmer over low heat for 10 minutes, stirring occasionally. Remove from heat and stir in 5 grams malic acid until all ingredients have coalesced. Allow to cool completely and strain out and discard solids. Will keep, tightly sealed and refrigerated, for up to 1 month.",https://www.liquor.com/cleo-cocktail-recipe-5204661,Tequila & Mezcal Cocktails
Strawberry Margarita,"['2 ounces tequila', '1/2 ounce triple sec', '1/2 cup fresh strawberries', '1 ounce lime juice', '1/2 ounce agave nectar', '1 whole strawberry']","Add the tequila, triple sec, strawberries, lime juice and agave nectar into a blender with a cup of ice and blend until a smooth, slushy texture is achieved.
Pour into a Margarita or cocktail glass.
Garnish with a fresh strawberry.",https://www.liquor.com/strawberry-margarita-cocktail-recipe-5192351,Tequila & Mezcal Cocktails
